Name|md5|Machine|SizeOfOptionalHeader|Characteristics|MajorLinkerVersion|MinorLinkerVersion|SizeOfCode|SizeOfInitializedData|SizeOfUninitializedData|AddressOfEntryPoint|BaseOfCode|BaseOfData|ImageBase|SectionAlignment|FileAlignment|MajorOperatingSystemVersion|MinorOperatingSystemVersion|MajorImageVersion|MinorImageVersion|MajorSubsystemVersion|MinorSubsystemVersion|SizeOfImage|SizeOfHeaders|CheckSum|Subsystem|DllCharacteristics|SizeOfStackReserve|SizeOfStackCommit|SizeOfHeapReserve|SizeOfHeapCommit|LoaderFlags|NumberOfRvaAndSizes|SectionsNb|SectionsMeanEntropy|SectionsMinEntropy|SectionsMaxEntropy|SectionsMeanRawsize|SectionsMinRawsize|SectionMaxRawsize|SectionsMeanVirtualsize|SectionsMinVirtualsize|SectionMaxVirtualsize|ImportsNbDLL|ImportsNb|ImportsNbOrdinal|ExportNb|ResourcesNb|ResourcesMeanEntropy|ResourcesMinEntropy|ResourcesMaxEntropy|ResourcesMeanSize|ResourcesMinSize|ResourcesMaxSize|LoadConfigurationSize|VersionInformationSize|legitimate
ReflectDLHT.exe|0ee42fd3581f8f47545efbd463139d8d|332|224|258|14|16|2637824|2939904|0|986401|4096|2641920|4194304|4096|512|5|1|0|0|5|1|5591040|1024|5643827|2|33088|1048576|4096|1048576|4096|0|16|5|5.41850192203|4.19785933492|6.53154865065|1108787.2|53760|2637824|1115334.8|87536|2637612|27|785|13|0|420|3.54432012946|0.0|7.96312176522|4635.99285714|2|206102|160|0|1
selectionsortlinkedlist.exe|cbbb2d9ac37df4d64d8037f2adf0b13a|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|90339|3|0|2097152|4096|1048576|4096|0|16|13|2.65280358868|0.0|6.1300131075|2284.30769231|0|12288|2012.76923077|24|12056|5|62|0|0|0|0|0|0|0|0|0|0|0|1
swfsetup-2-6.exe|30ad24a108f4dedd45e9015376102b03|332|224|33167|2|25|37376|50688|0|39508|4096|45056|4194304|4096|512|1|0|0|0|4|0|118784|1024|0|2|32768|1048576|16384|1048576|4096|0|16|8|2.43771683559|0.0|6.56472124109|11008.0|0|46592|11535.5|8|46168|8|96|0|0|22|4.49108281312|2.86148802917|5.776182336|2041.90909091|44|9640|0|0|1
longest_palindromic_subsequence.exe|a8e9141c7485dd790eb25243a64dd32c|332|224|263|2|28|15872|28160|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|118210|3|0|2097152|4096|1048576|4096|0|16|13|2.64121004124|0.0|6.09533998905|2914.46153846|0|15872|2617.38461538|24|15536|5|71|0|0|0|0|0|0|0|0|0|0|0|1
median_search.exe|912da8a01ce0fe21c5da20452b96fc14|332|224|263|2|28|22528|39424|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|90112|1024|147509|3|0|2097152|4096|1048576|4096|0|16|13|2.65165232136|0.0|6.04486812608|3780.92307692|0|22528|3512.46153846|24|22128|5|72|0|0|0|0|0|0|0|0|0|0|0|1
stack_using_array.exe|9993559764e57a76efc1f329a227f8b4|332|224|263|2|28|12288|20480|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|95149|3|0|2097152|4096|1048576|4096|0|16|13|2.62735097711|0.0|6.16261211379|2323.69230769|0|12288|2040.76923077|24|12136|5|62|0|0|0|0|0|0|0|0|0|0|0|1
prims_minimum_spanning_tree.exe|189e23e16352657665e380e1e964ee31|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|66174|3|0|2097152|4096|1048576|4096|0|16|13|2.59783718804|0.0|6.12052006071|2284.30769231|0|12288|1990.92307692|24|11992|5|57|0|0|0|0|0|0|0|0|0|0|0|1
coin_change.exe|061dabbd02661176cffe6478259b3119|332|224|263|2|28|11776|19456|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|100604|3|0|2097152|4096|1048576|4096|0|16|13|2.59919164504|0.0|6.19095880461|2244.92307692|0|11776|1963.53846154|24|11752|5|57|0|0|0|0|0|0|0|0|0|0|0|1
matrix_exponentiation.exe|cc7eacdd56d84e045d2260aeded6f8b3|332|224|263|2|28|21504|38400|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|90112|1024|153584|3|0|2097152|4096|1048576|4096|0|16|13|2.6140840983|0.0|6.07979852537|3702.15384615|0|21504|3404.76923077|24|21124|5|72|0|0|0|0|0|0|0|0|0|0|0|1
brute_force_string_searching.exe|a8328d978d1f6e0f87609cb813b71ba6|332|224|263|2|28|43008|64512|3072|4832|4096|49152|4194304|4096|512|4|0|1|0|4|0|114688|1024|147528|3|0|2097152|4096|1048576|4096|0|16|13|2.73682107614|0.0|6.3035472855|5710.76923077|0|43008|5600.46153846|24|42932|5|98|0|0|0|0|0|0|0|0|0|0|0|1
ode_forward_euler.exe|72e9d363332b0345b162cd442aef1ef7|332|224|263|2|28|14848|24576|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|96042|3|0|2097152|4096|1048576|4096|0|16|13|2.67533501503|0.0|6.08737497841|2638.76923077|0|14848|2349.69230769|24|14364|5|74|0|0|0|0|0|0|0|0|0|0|0|1
kohonen_som_topology.exe|40c4eff5b6b070b788f17dc373dc5b03|332|224|263|2|28|26624|45568|512|4832|4096|32768|4194304|4096|512|4|0|1|0|4|0|98304|1024|186971|3|0|2097152|4096|1048576|4096|0|16|13|2.70165336578|0.0|6.03728863349|4253.53846154|0|26624|3979.53846154|24|26208|5|86|0|0|0|0|0|0|0|0|0|0|0|1
magic_number.exe|5bd303e45f4286c99deb40430addc3c0|332|224|263|2|28|12288|20480|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|92423|3|0|2097152|4096|1048576|4096|0|16|13|2.59603738314|0.0|6.0806483236|2323.69230769|0|12288|2004.46153846|24|11944|5|58|0|0|0|0|0|0|0|0|0|0|0|1
HPUSBDisk.exe|c0dee630f318aeefd8f36875f67d9cfe|332|224|271|7|10|53248|53248|0|28020|4096|57344|4194304|4096|4096|4|0|0|0|4|0|110592|4096|0|2|0|1048576|4096|1048576|4096|0|16|5|3.32828605113|0.0111738187212|6.29623363196|18841.6|4096|53248|17962.2|4|49157|6|123|0|0|19|4.00171348519|2.37085907723|6.80440208878|629.894736842|34|1536|72|0|1
house_robber.exe|a7305d32ed9af32351d21bb42a2dcc11|332|224|263|2|28|14848|26112|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|119944|3|0|2097152|4096|1048576|4096|0|16|13|2.6140745431|0.0|6.06191684475|2756.92307692|0|14848|2435.84615385|24|14340|5|65|0|0|0|0|0|0|0|0|0|0|0|1
midpoint_integral_method.exe|38add8de9c0df48d78546300c506d2a7|332|224|263|2|28|18944|34816|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|86016|1024|100644|3|0|2097152|4096|1048576|4096|0|16|13|2.67287807661|0.0|6.12214570629|3426.46153846|0|18944|3122.92307692|24|18516|5|81|0|0|0|0|0|0|0|0|0|0|0|1
smallest_circle.exe|3458833f243a36f28bc1eacd12298827|332|224|263|2|28|18432|29696|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|81920|1024|77357|3|0|2097152|4096|1048576|4096|0|16|13|2.62768040011|0.0|6.12212811434|3032.61538462|0|18432|2730.61538462|24|17972|5|69|0|0|0|0|0|0|0|0|0|0|0|1
queue_using_linkedlist.exe|a3ebbbe0863ec89976abe3277e459ea3|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|92688|3|0|2097152|4096|1048576|4096|0|16|13|2.66963599604|0.0|6.11160658489|2284.30769231|0|12288|2013.07692308|24|12008|5|62|0|0|0|0|0|0|0|0|0|0|0|1
false_position.exe|6be299a912dded2f3cd1a447b4337b88|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|97883|3|0|2097152|4096|1048576|4096|0|16|13|2.64656284728|0.0|6.21559669364|2284.30769231|0|12288|2014.0|24|12184|5|60|0|0|0|0|0|0|0|0|0|0|0|1
circular_queue_using_array.exe|023c9f9720aa875dfd566fb8ad30f235|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|109108|3|0|2097152|4096|1048576|4096|0|16|13|2.64069356351|0.0|6.11049766444|2284.30769231|0|12288|1998.30769231|24|11912|5|59|0|0|0|0|0|0|0|0|0|0|0|1
linked_list.exe|6afa2f3de6fd4df91fcd1a620a290bef|332|224|263|2|28|19968|36864|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|86016|1024|139252|3|0|2097152|4096|1048576|4096|0|16|13|2.66762995153|0.0|6.08151873442|3584.0|0|19968|3300.76923077|24|19820|5|80|0|0|0|0|0|0|0|0|0|0|0|1
Compact.RAM.Cleaner.exe|80a925e773d0a559f179184a25d6940a|332|224|34|48|0|51200|24064|0|59262|8192|65536|4194304|8192|512|4|0|0|0|6|0|98304|512|0|2|34144|1048576|4096|1048576|4096|0|16|3|3.26564367729|0.0815394123432|5.67212324182|25088.0|512|51200|24808.0|12|51076|1|1|0|0|7|3.29421060957|2.62307816502|5.44637010632|3268.57142857|62|9640|0|0|1
jarvis_algorithm.exe|92cff811c996f3d6f37e7c12da34efad|332|224|263|2|28|18944|34816|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|86016|1024|129798|3|0|2097152|4096|1048576|4096|0|16|13|2.54262439944|0.0|6.06502847259|3426.46153846|0|18944|3096.15384615|24|18556|5|67|0|0|0|0|0|0|0|0|0|0|0|1
decimal_to_roman_numeral.exe|6d1e4b589a564ed52eb657232284c99f|332|224|263|2|28|18944|27648|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|77824|1024|121752|3|0|2097152|4096|1048576|4096|0|16|13|2.71426959766|0.0|6.19055763022|2875.07692308|0|18944|2635.53846154|24|18932|5|74|0|0|0|0|0|0|0|0|0|0|0|1
atbash_cipher.exe|2a0f09e106833c97315f5029e0c5d527|332|224|263|2|28|19456|36352|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|86016|1024|162020|3|0|2097152|4096|1048576|4096|0|16|13|2.62895522751|0.0|6.11826803235|3544.61538462|0|19456|3234.30769231|24|19360|5|82|0|0|0|0|0|0|0|0|0|0|0|1
ode_semi_implicit_euler.exe|d302a30af26e3dab96ef82faf4fd5471|332|224|263|2|28|14848|24576|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|85898|3|0|2097152|4096|1048576|4096|0|16|13|2.67830485181|0.0|6.1066474083|2638.76923077|0|14848|2357.07692308|24|14460|5|74|0|0|0|0|0|0|0|0|0|0|0|1
fenwick_tree.exe|75764d8fd173e107f6f2d641c8b81a1f|332|224|263|2|28|15872|27648|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|125433|3|0|2097152|4096|1048576|4096|0|16|13|2.66255391902|0.0|6.08547638754|2875.07692308|0|15872|2615.53846154|24|15540|5|61|0|0|0|0|0|0|0|0|0|0|0|1
longest_increasing_subsequence.exe|a4338282fa82229a60bda735dc08bd3b|332|224|263|2|28|16384|30208|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|112676|3|0|2097152|4096|1048576|4096|0|16|13|2.55899957996|0.0|6.07341627396|3072.0|0|16384|2730.92307692|24|15944|5|69|0|0|0|0|0|0|0|0|0|0|0|1
buzz_number.exe|f88974b5e6f283aad3eca23aa9a76bb5|332|224|263|2|28|11776|19456|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|109430|3|0|2097152|4096|1048576|4096|0|16|13|2.62477532445|0.0|6.14547707523|2244.92307692|0|11776|1959.23076923|24|11592|5|61|0|0|0|0|0|0|0|0|0|0|0|1
ternary_search.exe|bcf1399c56193bcd51bcd3fb47b60dfd|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|74678|3|0|2097152|4096|1048576|4096|0|16|13|2.63403524328|0.0|6.18991262178|2284.30769231|0|12288|2020.46153846|24|12248|5|59|0|0|0|0|0|0|0|0|0|0|0|1
miller_rabin.exe|9558cb6dbea24b0b9959fa023b200c20|332|224|263|2|28|16896|30720|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|81920|1024|134602|3|0|2097152|4096|1048576|4096|0|16|13|2.6626842717|0.0|6.12051809686|3111.38461538|0|16896|2799.53846154|24|16620|5|75|0|0|0|0|0|0|0|0|0|0|0|1
doubly_linked_list.exe|a0fd90e93137f3fe2cbdc975e27abe88|332|224|263|2|28|12800|20992|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|97630|3|0|2097152|4096|1048576|4096|0|16|13|2.61826161146|0.0|6.08012005294|2363.07692308|0|12800|2059.53846154|24|12376|5|61|0|0|0|0|0|0|0|0|0|0|0|1
shell_sort2.exe|bb80458be461423065b029bf59cb57c2|332|224|263|2|28|14336|23040|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|54293|3|0|2097152|4096|1048576|4096|0|16|13|2.6503227756|0.0|6.0954323642|2520.61538462|0|14336|2226.30769231|24|13912|5|70|0|0|0|0|0|0|0|0|0|0|0|1
happy_number.exe|4071e57f981bf83cbb6f6c4a6bf93336|332|224|263|2|28|11776|19456|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|91101|3|0|2097152|4096|1048576|4096|0|16|13|2.63493871746|0.0|6.15545760024|2244.92307692|0|11776|1966.92307692|24|11624|5|61|0|0|0|0|0|0|0|0|0|0|0|1
finding_number_of_digits_in_a_number.exe|fcf95acf9c53c852e113790288b2a808|332|224|263|2|28|12288|20480|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|53795|3|0|2097152|4096|1048576|4096|0|16|13|2.6093709376|0.0|6.10787261648|2323.69230769|0|12288|2013.07692308|24|12008|5|58|0|0|0|0|0|0|0|0|0|0|0|1
comb_sort.exe|a86bda86c7c0706c31d7c1ba645b226c|332|224|263|2|28|12800|20992|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|87329|3|0|2097152|4096|1048576|4096|0|16|13|2.66142714625|0.0|6.09329460599|2363.07692308|0|12800|2079.84615385|24|12456|5|64|0|0|0|0|0|0|0|0|0|0|0|1
n_bonacci.exe|a87fcca7281f73a2b2625085e329970a|332|224|263|2|28|15872|28672|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|88563|3|0|2097152|4096|1048576|4096|0|16|13|2.54339261492|0.0|6.12369268089|2953.84615385|0|15872|2629.69230769|24|15704|5|66|0|0|0|0|0|0|0|0|0|0|0|1
n_queens.exe|d79e751e78ddd9aa8164e4c7d147831c|332|224|263|2|28|12800|20992|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|110894|3|0|2097152|4096|1048576|4096|0|16|13|2.58077976654|0.0|6.0983573576|2363.07692308|0|12800|2050.92307692|24|12488|5|57|0|0|0|0|0|0|0|0|0|0|0|1
circular_linked_list.exe|296135769f500995420008c141147750|332|224|263|2|28|18432|33280|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|86016|1024|132972|3|0|2097152|4096|1048576|4096|0|16|13|2.59989575911|0.0|6.11363801905|3308.30769231|0|18432|3003.53846154|24|18256|5|70|0|0|0|0|0|0|0|0|0|0|0|1
successive_approximation.exe|0c572c7ea8c7bfa822a8a52663c836e1|332|224|263|2|28|11776|19456|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|66132|3|0|2097152|4096|1048576|4096|0|16|13|2.64957495155|0.0|6.19532670904|2244.92307692|0|11776|1978.92307692|24|11720|5|62|0|0|0|0|0|0|0|0|0|0|0|1
queue_using_array.exe|e05128376d9b3e62a81aea166de4c71f|332|224|263|2|28|12800|20992|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|98327|3|0|2097152|4096|1048576|4096|0|16|13|2.6395553867|0.0|6.12604582403|2363.07692308|0|12800|2080.46153846|24|12488|5|62|0|0|0|0|0|0|0|0|0|0|0|1
recursive_tree_traversal.exe|b80803bdc4e546c9dbdf80943df370a4|332|224|263|2|28|22528|38400|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|90112|1024|147840|3|0|2097152|4096|1048576|4096|0|16|13|2.56703940195|0.0|6.022379934|3702.15384615|0|22528|3389.07692308|24|22072|5|69|0|0|0|0|0|0|0|0|0|0|0|1
binaryheap.exe|2bdf0b73721574c8a1d33d98d911233d|332|224|263|2|28|13312|21504|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|74543|3|0|2097152|4096|1048576|4096|0|16|13|2.63243684453|0.0|6.08669877551|2402.46153846|0|13312|2107.23076923|24|12860|5|62|0|0|0|0|0|0|0|0|0|0|0|1
tree_height.exe|a91b0332fbed36e4488bd7a4072f8382|332|224|263|2|28|22016|39936|1200640|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|1294336|1024|124700|3|0|2097152|4096|1048576|4096|0|16|13|2.66033861818|0.0|6.06417252284|3820.30769231|0|22016|95840.4615385|24|1200176|5|71|0|0|0|0|0|0|0|0|0|0|0|1
depth_first_search.exe|fe21a5d38cf8a8c2f10485b57911ebbb|332|224|263|2|28|19456|36864|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|86016|1024|139224|3|0|2097152|4096|1048576|4096|0|16|13|2.63913289741|0.0|6.10306643003|3584.0|0|19456|3304.76923077|24|19388|5|71|0|0|0|0|0|0|0|0|0|0|0|1
slow_sort.exe|108638b624a76513ad7e2a8c3a9fc657|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|67335|3|0|2097152|4096|1048576|4096|0|16|13|2.63568580429|0.0|6.06566644815|2284.30769231|0|12288|1989.07692308|24|11880|5|62|0|0|0|0|0|0|0|0|0|0|0|1
lu_decompose.exe|f577b8ede57bb7990097656036031ae4|332|224|263|2|28|24064|42496|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|94208|1024|163377|3|0|2097152|4096|1048576|4096|0|16|13|2.64865723591|0.0|6.07960529953|4017.23076923|0|24064|3743.53846154|24|23728|5|77|0|0|0|0|0|0|0|0|0|0|0|1
pdftojpg_setup.exe|4770f9aaf0d5dd78906ebcbe65068d3a|332|224|258|9|0|1014784|580608|0|793962|4096|1019904|4194304|4096|512|5|0|0|0|5|0|1634304|1024|1429766|2|33088|1048576|4096|1048576|4096|0|16|5|1.29271025812|0.0|6.46355129059|319078.4|12800|1014784|323918.0|37960|1014366|0|0|0|0|0|0|0|0|0|0|0|0|0|1
counting_sort.exe|dd9de23a6a52fb55f8907dcdb3f7bb4a|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|64265|3|0|2097152|4096|1048576|4096|0|16|13|2.67415595562|0.0|6.14764390824|2284.30769231|0|12288|2023.84615385|24|12136|5|61|0|0|0|0|0|0|0|0|0|0|0|1
merge_sort.exe|2c872640bda47062801b8d4696e4694c|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|109572|3|0|2097152|4096|1048576|4096|0|16|13|2.65076328737|0.0|6.17861220642|2284.30769231|0|12288|2020.46153846|24|12232|5|62|0|0|0|0|0|0|0|0|0|0|0|1
stack_using_queue.exe|19432b3bfffa6b41e5bff4108563d819|332|224|263|2|28|18432|32256|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|86016|1024|145931|3|0|2097152|4096|1048576|4096|0|16|13|2.63398803459|0.0|6.0544428142|3229.53846154|0|18432|2956.46153846|24|17972|5|64|0|0|0|0|0|0|0|0|0|0|0|1
babylonian_method.exe|80f445b5f252761d220e4e229f38791a|332|224|263|2|28|12288|20480|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|57888|3|0|2097152|4096|1048576|4096|0|16|13|2.5852874658|0.0|6.08721927799|2323.69230769|0|12288|1993.69230769|24|11816|5|57|0|0|0|0|0|0|0|0|0|0|0|1
travelling_salesman_problem.exe|d546198d4c8024859789a8504fd4c48d|332|224|263|2|28|24576|44032|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|94208|1024|130524|3|0|2097152|4096|1048576|4096|0|16|13|2.63175471081|0.0|6.04736309269|4135.38461538|0|24576|3860.15384615|24|24252|5|70|0|0|0|0|0|0|0|0|0|0|0|1
decimal_to_binary.exe|9b67e20ee5278500c743054f61ff9274|332|224|263|2|28|11776|19456|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|86072|3|0|2097152|4096|1048576|4096|0|16|13|2.64690565527|0.0|6.18135590452|2244.92307692|0|11776|1979.53846154|24|11704|5|62|0|0|0|0|0|0|0|0|0|0|0|1
linear_probing_hash_table.exe|add8b43b374406b6bfe72c8f13ebd3fc|332|224|263|2|28|17408|30720|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|81920|1024|144527|3|0|2097152|4096|1048576|4096|0|16|13|2.64275059536|0.0|6.1373732512|3111.38461538|0|17408|2830.61538462|24|17208|5|67|0|0|0|0|0|0|0|0|0|0|0|1
bucket_sort.exe|dcf15badc71db3f4e888aae097820f00|332|224|263|2|28|18432|31744|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|81920|1024|144842|3|0|2097152|4096|1048576|4096|0|16|13|2.62290135111|0.0|6.1684551815|3190.15384615|0|18432|2922.61538462|24|18332|5|69|0|0|0|0|0|0|0|0|0|0|0|1
double_hash_hash_table.exe|dc404c71971c679c8a57c9fb3fdcdba9|332|224|263|2|28|17408|30720|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|81920|1024|127693|3|0|2097152|4096|1048576|4096|0|16|13|2.65073472336|0.0|6.17420458625|3111.38461538|0|17408|2850.0|24|17384|5|67|0|0|0|0|0|0|0|0|0|0|0|1
kadane2.exe|1d64dc0aa5de8d6df2f25a6b7faf9b0a|332|224|263|2|28|12288|20480|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|95538|3|0|2097152|4096|1048576|4096|0|16|13|2.60425617365|0.0|6.08091782034|2323.69230769|0|12288|2018.92307692|24|11928|5|59|0|0|0|0|0|0|0|0|0|0|0|1
postfix_evaluation.exe|22fade52599117dde505f204d7558f4d|332|224|263|2|28|33280|47104|3072|4832|4096|40960|4194304|4096|512|4|0|1|0|4|0|98304|1024|95629|3|0|2097152|4096|1048576|4096|0|16|13|2.70611882845|0.0|6.1765829386|4371.69230769|0|33280|4281.38461538|24|32940|5|75|0|0|0|0|0|0|0|0|0|0|0|1
bridge_finding_with_tarjan_algorithm.exe|fdf20754c6eefb616fe16b280833b887|332|224|263|2|28|30208|56320|512|4832|4096|36864|4194304|4096|512|4|0|1|0|4|0|106496|1024|203108|3|0|2097152|4096|1048576|4096|0|16|13|2.59083337034|0.0|5.98548505351|5080.61538462|0|30208|4769.38461538|24|30008|5|70|0|0|0|0|0|0|0|0|0|0|0|1
sparse_matrix.exe|7711a05f8c14544c47255b22670506b8|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|89473|3|0|2097152|4096|1048576|4096|0|16|13|2.64614362426|0.0|6.07372833534|2284.30769231|0|12288|1988.76923077|24|11864|5|61|0|0|0|0|0|0|0|0|0|0|0|1
large_factorial.exe|9eb7060739b5e221f9c6ba9e02149c37|332|224|263|2|28|23040|40448|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|90112|1024|152552|3|0|2097152|4096|1048576|4096|0|16|13|2.64561304659|0.0|6.04121171259|3859.69230769|0|23040|3554.30769231|24|22548|5|84|0|0|0|0|0|0|0|0|0|0|0|1
VirusShare_08daa9d5d81e6f12f8995f5162d7e415|08daa9d5d81e6f12f8995f5162d7e415|34404|240|34|9|0|396800|520704|0|64200|4096|0|4294967296|4096|512|6|1|6|1|6|1|929792|1536|0|2|33088|524288|8192|1048576|4096|0|16|6|5.18082000467|1.06514073918|7.54046850125|152832.0|1024|403456|152651.5|892|403352|16|376|6|0|91|6.9833576041|2.88489987072|7.94986627576|4378.75824176|230|27569|0|0|0
VirusShare_5de5d62a5e9408990eb5c6cdaaee0c44|5de5d62a5e9408990eb5c6cdaaee0c44|34404|240|35|8|0|245760|103936|0|359424|4096|0|4194304|4096|512|4|22099|0|0|5|2|361472|1024|0|3|32768|1048576|4096|1048576|4096|0|16|4|4.95031035978|2.77413771154|5.98286580352|83200.0|7680|245760|87776.0|21504|245260|3|129|0|104|0|0|0|0|0|0|0|0|0|0
VirusShare_ee083fc36481b93367c87f818ce903a4|ee083fc36481b93367c87f818ce903a4|34404|240|35|9|0|613376|183808|0|119932|4096|0|5368709120|4096|512|5|2|0|0|5|2|897024|1024|802598|2|33024|4194304|4096|4194304|4096|0|16|5|5.0024138423|2.17059147901|6.42800749315|159436.8|27648|613376|176592.2|27156|613057|16|517|0|0|27|3.68367129544|1.84273764861|6.26881172941|1333.55555556|20|9640|0|0|0
VirusShare_0ac9b76b75dc91d42e0ca83a4890cbe0|0ac9b76b75dc91d42e0ca83a4890cbe0|34404|240|47|8|0|35840|27136|0|90553|4096|0|4194304|4096|512|4|0|0|0|5|2|94208|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.45523140078|1.39324386303|6.24233510876|15155.2|2048|35840|16470.0|1608|35748|4|92|0|0|1|3.36204305159|3.36204305159|3.36204305159|640.0|640|640|0|0|0
VirusShare_6d2452e526c51e90810ab76ffc67ade4|6d2452e526c51e90810ab76ffc67ade4|34404|240|34|9|0|55296|648704|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|729088|1024|684726|2|32832|524288|8192|1048576|4096|0|16|5|4.80844889474|0.201344328388|7.82640874042|140800.0|512|644608|142229.6|324|644436|7|152|1|0|57|3.71399923255|0.0|7.99886000556|11254.2105263|4|480337|0|0|0
VirusShare_f74f63be63d4caa0a46249f461285bcf|f74f63be63d4caa0a46249f461285bcf|34404|240|34|10|10|8704|385536|0|5160|4096|0|5368709120|4096|512|6|2|6|2|5|2|413696|1024|464065|2|33120|524288|8192|1048576|4096|0|16|5|1.01495940851|0.0|5.07479704257|78848.0|512|384000|78836.0|72|383668|0|0|0|0|0|0|0|0|0|0|0|112|0|0
VirusShare_39bb07b4ead8b860d59086ee2020f4f7|39bb07b4ead8b860d59086ee2020f4f7|34404|240|3106|10|0|141824|36834304|0|114808|4096|0|4294967296|4096|512|6|1|6|1|5|2|37027840|1024|37011799|2|33088|524288|8192|1048576|4096|0|16|5|4.33217094654|0.0|7.99681700143|7395225.6|1024|36825600|7402928.8|970|36825308|15|257|8|0|43|0.520784534546|0.0|7.99943814495|856346.72093|132|35837653|0|0|0
VirusShare_48438d89ff24114b997de4d755216d3a|48438d89ff24114b997de4d755216d3a|34404|240|34|10|0|53760|1636864|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|1716224|1024|1647707|2|33088|524288|8192|1048576|4096|0|16|5|4.8375424369|0.217769955458|7.96948142774|338124.8|512|1632768|339582.4|324|1632368|7|154|1|0|49|3.72212929857|0.0|7.99975758951|33255.6326531|2|1423020|0|0|0
